camp_name,camp_url,camp_img_url,address,postal_code,lat,long,earliest_open_date,latest_open_date,full_season,overnight_site,roofed_lodging,tenting_available,total_sites,overnight_sites,seasonal_sites,max_amperage,electrical_water_sewer,electrical_water,electrical,no_services,max_length_of_rv,activities,accessible_facilities,boating,cable_tv,controlled_access,credit_debit_cards,dumping,group_camping,hot_tub,hotspot,wifi_at_site,laundromat,pet_friendly,planned_activities,playground,propane,pull_thru_sites,rec_hall,restaurant,store,indoor_pool,lake_river_beach,outdoor_pool,toilets_pit_outside,toilets_showers
Wasauksing Marina & Campground,https://campinginontario.ca/WasauksingMarinaandCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/559Wasauking%20Marina%20and%20Camground.JPG,"891 Oak Point Rd, Wasauksing First Nation, Ontario, P2A 2X4",P2A 2X4,45.28992,-80.22466,2020-05-10,2020-10-17,1,1,0,1,70,37,33,30,0,0,70,0,38,"Boat rental (non-motorized), Day use, Fishing, Restaurants, Swimming (lake, river), Wildlife viewing/birding",0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1
Wawa RV Resort & Campground,https://campinginontario.ca/WawaRVResortAndCampground,https://campinginontario.ca/images/camping/nullbg.jpg,"634A Hwy 17 N, Wawa, Ontario, P0S 1K0",P0S 1K0,47.97981,-84.7966,2020-05-01,2020-10-26,1,1,1,1,100,94,6,30,10,50,0,40,45,"Basketball, Boat rental (non-motorized)",1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
Wawaitin Holiday Park,https://campinginontario.ca/WawaitinHolidayPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/659Wawaitin%20Holiday%20Park.JPG,"7003 Dalton Rd, PO Box 246, Timmins, Ontario, P4N 7E2",P4N 7E2,48.33768,-81.48659,2020-05-01,2020-10-31,1,1,1,1,51,21,30,50,41,0,0,10,42,"Fishing (guided), Hunting, Walking/hiking trails, ATV-friendly, Boat rental (non-motorized), Boat tours (scenic), Fishing, Wildlife viewing/birding",0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
Wesley Clover Parks Campground,https://campinginontario.ca/WesleyCloverParksCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/614Wesley%20Clover%20Parks%202018.jpg,"411 Corkstown Rd, Ottawa, Ontario, K2K 0J5",K2K 0J5,45.33086,-75.86261,2020-05-03,2020-10-15,0,1,1,1,177,177,0,30,0,125,25,27,45,"Cycling, Museum/heritage sites, Restaurants, Shopping, Walking/hiking trails",1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Wild Goose Lake Campground,https://campinginontario.ca/WildGooseLakeCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/437Wild%20Goose%20Lake%20Campground.JPG,"8 Kueng's Rd, Greenstone, Ontario, P0T 1M0",P0T 1M0,49.71131,-87.18472,2020-05-15,2020-09-30,1,1,0,1,50,30,20,30,44,0,0,6,"
","ATV-friendly, Boat rental (motorized), Boat rental (non-motorized), Fishing, Golf, Swimming (lake, river), Walking/hiking trails, Wildlife viewing/birding",0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
Willowood RV Resort,https://campinginontario.ca/WillowoodRVResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/582Willowood%20Carefree%20RV%20Resort.jpg,"4610 Essex County Rd 18, RR 1, Amherstburg, Ontario, N9V 2Y7",N9V 2Y7,42.09834,-83.05542,2020-05-01,2020-10-31,0,1,1,1,316,316,0,50,24,280,0,12,40,"Baseball, Dances, Golf (mini), Horseshoes, Movies, Pedal carts, Volleyball, Water park",0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
Winding River Campground Limited,https://campinginontario.ca/WindingRiverCampgroundLimited,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/613Winding%20River%20Campground%201.JPG,"94 Fedy Dr, Sauble Beach, Ontario, N0H 2G0",N0H 2G0,44.64432,-81.24351,2020-05-01,2020-10-12,1,1,1,1,59,49,10,30,19,7,10,23,35,"Boat rental (non-motorized), Fishing, Golf, Golf (mini), Swimming (lake, river), Vehicle racing, Walking/hiking trails, Wildlife viewing/birding",0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1
Windmill Point Park & Campground,https://campinginontario.ca/WindmillPointPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/443Windmill%20Point%20Park.jpg,"2409 Dominion Rd, Ridgeway, Ontario, L0S 1N0",L0S 1N0,42.88552,-79.00766,2020-05-01,2020-10-15,1,1,1,1,226,131,95,50,0,111,0,115,42,"Casino, Cycling, Day use, Fishing, Movies, Scuba diving, Swimming (lake, river), Walking/hiking trails",1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1
Wingham Trailer Park,https://campinginontario.ca/WinghamTrailerPark,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/567Wingham%20Trailer%20Park.jpg,"West end of John St, beside Wingham Legion Branch 180, Wingham, Ontario, N0G 2W0",N0G 2W0,43.8887,-81.31888,2020-05-15,2020-10-15,1,1,0,1,45,20,25,50,30,15,0,0,40,"Fishing, Fitness, Golf, Walking/hiking trails",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Woodhaven Campground,https://campinginontario.ca/WoodhavenCampground,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/4723Woodhaven%203.jpg,"23 Woodhaven Rd, Gimour, Ontario, K0L 1W0",K0L 1W0,44.85739,-77.60255,2020-05-16,2020-10-12,1,1,1,1,87,15,72,30,67,0,0,20,"
","Fishing, Motorboats allowed, Swimming (lake, river), Walking/hiking trails",0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
Woodland Lake RV Resort,https://campinginontario.ca/WoodlandLakeCarefreeRVResort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/449Woodland%20Lake%20Carefree%20RV%20Resort.JPG,"6710 Line 46, RR 1, Bornholm, Ontario, N0K 1A0",N0K 1A0,43.56646,-81.14227,2020-05-01,2020-10-01,1,1,1,1,224,28,196,30,216,0,0,8,40,"Fishing, Volleyball, Dances, Fitness, Horseshoes, Pedal carts, Walking/hiking trails, Swimming (lake, river)",1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Woodland Park Sauble Beach,https://campinginontario.ca/WoodlandParkSaubleBeach,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/451519-422-1161.jpg,"47 Sauble Falls Pkwy, Sauble Beach, Ontario, N0H 2G0",N0H 2G0,44.63422,-81.26429,2020-05-01,2020-10-12,1,1,1,1,740,140,600,50,722,11,0,7,45,"Shopping, Restaurants, Boat rental (non-motorized), Fishing, Golf, Golf (mini), Swimming (lake, river), Vehicle racing",1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1
Yogi Bear's Jellystone Park/Camp-Resort,https://campinginontario.ca/YogiBearsJellystoneParkCamp-Resort,https://campinginontario.ca/Uploads/Campgrounds/images/Standard/454Jellystone%20Niagara%201.jpg,"8676 Oakwood Dr, Niagara Falls, Ontario, L2G 0J2",L2G 0J2,43.05153,-79.12165,2020-04-23,2020-10-15,1,1,1,1,253,250,3,50,175,36,0,42,90,"Basketball, Casino, Dances, Golf (mini), Horseshoes, Pedal carts, Shuffleboard, Volleyball",1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
1000 Islands Camping Resort,https://campinginontario.ca/1000IslandsCampingResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"382-1000 Islands Pkwy, Lansdowne, Ontario, K0E 1L0",K0E 1L0,44.34975,-76.05629,2020-05-08,2020-10-12,1,1,1,1,170,137,33,30,25,96,0,49,"
","Basketball, Fishing, Golf, Golf (mini), Volleyball",1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1
1000 Islands/Ivy Lea KOA Kampground,https://campinginontario.ca/1000IslandsIvyLeaKOAKampground,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"514-1000 Islands Pkwy, Lansdowne, Ontario, K0E 1L0",K0E 1L0,44.36101,-76.02001,2020-05-01,2020-10-12,0,1,1,1,142,142,0,50,60,60,0,22,50,"Badminton, Movies, Pedal carts, Table tennis, Walking/hiking trails",0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
Aintree Trailer Park Ltd,https://campinginontario.ca/AintreeTrailerParkLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"2435 Conc 12 Rd, Huron-Kinloss Twp, Kincardine, Ontario, N2Z 2X3",N2Z 2X3,44.14779,-81.66487,2020-04-15,2020-10-12,1,1,0,1,171,18,153,30,159,12,0,0,40,"Farmers' market/stands, Fishing, Golf, Shuffleboard, Swimming (lake, river)",0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
Alpine Country Trailer Park,https://campinginontario.ca/AlpineCountryTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1174 Wilby Rd, St Agatha, Ontario, N0B 2L0",N0B 2L0,43.45086,-80.60651,2020-04-24,2020-10-18,1,1,0,1,58,8,50,30,50,3,0,5,38,"Basketball, Dances, Farmers' market/stands, Horseshoes, Wildlife viewing/birding",0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1
Anchor Bay Camp,https://campinginontario.ca/AnchorBayCampLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"197 Anchor Bay Rd, Lakehurst, Ontario, K0L 1J0",K0L 1J0,44.48765,-78.4519,2020-05-01,2020-10-12,1,1,0,1,197,42,155,30,162,18,0,17,40,"Walking/hiking trails, Dances, Fishing, Golf, Swimming (lake, river)",1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1
Antler's Kingfisher Lodge & Campgrounds,https://campinginontario.ca/AntlersKingfisherLodgeAndCampgrounds,https://campinginontario.ca/images/camping/full-season-new.jpg,"46980 Hwy 17, Deux Rivieres, Ontario, K0J 1R0",K0J 1R0,46.25645,-78.27498,2020-05-15,2020-10-15,1,1,1,1,44,14,30,30,18,24,0,2,"
","Boat rental (motorized), Boat rental (non-motorized), Fishing, Golf, Hunting",0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1
Arlor Haven Campground,https://campinginontario.ca/ArlorHavenCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"12031 County Rd 4, RR 1, Morrisburg, Ontario, K0C 1X0",K0C 1X0,44.88366,-75.20744,2020-05-15,2020-10-12,1,1,0,1,54,9,45,20,0,54,0,0,"
","Fishing, Golf, Museum/heritage sites, Swimming (lake, river), Theatre (live)",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Balsam Lake Trailer Park & Marina,https://campinginontario.ca/BalsamLakeTrailerParkAndMarina,https://campinginontario.ca/images/camping/full-season-new.jpg,"136 Highgate Rd, Kirkfield, Ontario, K0M 2B0",K0M 2B0,44.57049,-78.92708,2020-05-01,2020-10-12,1,1,0,0,143,3,140,30,126,14,0,3,40,"Casino, Fishing, Golf, Horseshoes, Motorboats allowed",0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1
Bancroft Campground,https://campinginontario.ca/BancroftCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"98 Bird Lake Rd, Bancroft, Ontario, K0L 1C0",K0L 1C0,45.11018,-77.8838,2020-05-01,2020-10-18,1,1,1,1,110,58,52,30,73,26,0,11,45,"ATV-friendly, Boat rental (non-motorized), Fishing, Horseshoes, Snowmobiling",0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Bancroft Tent & Trailer Camp,https://campinginontario.ca/BancroftTentAndTrailerCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"27366 Hwy 62, RR 1, Bancroft, Ontario, K0L 1C0",K0L 1C0,44.95234,-77.74736,2020-05-12,2020-10-12,1,1,1,1,95,25,70,30,77,6,0,12,42,"Boat rental (non-motorized), Dances, Fishing, Restaurants, Swimming (lake, river)",0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
Bass Lake Campground,https://campinginontario.ca/BassLakeCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"RR 1, 2-B12, Lombardy, Ontario, K0G 1L0",K0G 1L0,44.83481,-76.09491,2020-05-16,2020-09-12,1,0,0,0,65,0,65,30,65,0,0,0,"
","Badminton, Cycling, Fishing, Horseshoes, Volleyball",0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
Bayview Lodge,https://campinginontario.ca/BayviewLodge,https://campinginontario.ca/images/camping/full-season-new.jpg,"467 Bayview Lodge Rd, White Lake, Ontario, K0A 3L0",K0A 3L0,45.33023,-76.47141,2020-10-10,2020-10-15,1,1,1,0,186,11,175,30,186,0,0,0,42,"Boat rental (motorized), Boat rental (non-motorized), Fishing (guided), Horseshoes, Water skiing",0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
Bee Happy Campground,https://campinginontario.ca/BeeHappyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1181 Big Bay Point Rd, Innisfil, Ontario, L9S 2N6",L9S 2N6,44.37369,-79.57331,2020-05-01,2020-10-31,1,1,0,1,176,10,166,20,176,0,0,0,"
","Fishing, Golf (mini), Horseshoes, Swimming (lake, river), Water park",0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Big Otter Marina & Campground,https://campinginontario.ca/BigOtterMarinaAndCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"5 Bridge St, Port Burwell, Ontario, N0J 1T0",N0J 1T0,42.6493,-80.80762,2020-05-08,2020-10-12,1,1,0,1,73,20,53,15,47,6,0,20,35,"Fishing, Horseshoes, Restaurants, Swimming (lake, river), Walking/hiking trails",0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
Big Valley Campground,https://campinginontario.ca/BigValleyCampground,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"2211 King St W, RR 1, St Catharines, Ontario, L2R 6P7",L2R 6P7,43.13674,-79.33337,2020-05-15,2020-10-15,0,1,1,1,110,110,0,30,56,30,0,24,"
","Casino, Cycling, Day use, Tennis, Volleyball",0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
Big Water Campground,https://campinginontario.ca/BigWaterCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"6940 Hwy 655, Timmins, Ontario, P4N 7H9",P4N 7H9,48.60445,-81.29492,2020-05-15,2020-10-19,1,1,1,0,310,10,300,30,5,4,0,301,45,"ATV-friendly, Boat rental (non-motorized), Fishing, Swimming (lake, river), Water skiing",0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1
Birdsall Beach Resort,https://campinginontario.ca/BirdsallBeachResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1170 Birdsall Line, RR 3, Hastings, Ontario, K0L 1Y0",K0L 1Y0,44.27169,-78.06739,2020-05-02,2020-10-12,1,1,1,0,230,20,210,50,226,4,0,0,40,"Casino, Golf, Horseback riding, Museum/heritage sites, Shopping",0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1
Black Bear Campground,https://campinginontario.ca/BlackBearCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"154 Lieven Rd, Petawawa, Ontario, K8H 2X3",K8H 2X3,45.90899,-77.28459,2020-05-15,2020-10-12,1,1,0,1,124,30,94,30,0,109,0,15,35,"Boat rental (non-motorized), Cycling, Fishing, Golf, Volleyball",1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1
Black Donald Tent & Trailer Park,https://campinginontario.ca/BlackDonaldTentAndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"628 Black Donald Rd, RR 3, Calabogie, Ontario, K0J 1H0",K0J 1H0,45.22438,-76.90351,2020-05-01,2020-09-30,1,1,1,1,99,32,67,15,0,49,0,50,40,"Boat rental (motorized), Cycling, Fishing, Swimming (lake, river), Walking/hiking trails",0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Black River Wilderness Park,https://campinginontario.ca/BlackRiverWildernessPark,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"7476 Simcoe County Rd 169, Ramara, Ontario, L3V 6H6",L3V 6H6,44.71875,-79.28504,2020-05-15,2020-10-12,0,1,1,1,105,105,0,30,0,75,0,30,35,"Casino, Day use, Fishing, Swimming (lake, river), Walking/hiking trails",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
Blairton Tent and Trailer Park,https://campinginontario.ca/BlairtonTentandTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"64 Blairton Tent and Trailer Park Rd, Havelock, Ontario, K0L 1Z0",K0L 1Z0,44.46587,-77.76273,2020-05-15,2020-10-12,1,1,1,1,144,14,130,30,140,4,0,0,"
","ATV-friendly, Boat rental (motorized), Boat rental (non-motorized), Swimming (lake, river), Volleyball",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1
Blue Water Lakes Campground,https://campinginontario.ca/BlueWaterLakesCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"502141 Conc 10 NDR, RR 3, Elmwood, Ontario, N0G 1S0",N0G 1S0,44.26211,-80.92855,2020-05-01,2020-10-18,1,1,1,1,65,8,57,30,65,0,0,0,35,"Boat rental (non-motorized), Dances, Fishing, Horseshoes, Walking/hiking trails",1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1
Blueberry Hill Motel & Campground,https://campinginontario.ca/BlueberryHillMotelAndCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"2528D Hwy 17 N, Goulais River, Ontario, P0S 1E0",P0S 1E0,46.71135,-84.34464,2020-01-01,2020-12-31,1,1,1,1,111,26,85,30,85,13,0,13,46,"ATV-friendly, Casino, Snowmobiling, Walking/hiking trails, Ziplining",1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
Bluewater Golf Course & Campground,https://campinginontario.ca/BluewaterGolfCourseAndCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"77416 Bluewater Hwy, RR 1, Bayfield, Ontario, N0M 1G0",N0M 1G0,43.58903,-81.70712,2020-05-01,2020-10-31,1,1,0,0,117,1,116,30,117,0,0,0,45,"Casino, Fishing, Golf, Museum/heritage sites, Theatre (live)",0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1
Bona Vista Campground,https://campinginontario.ca/BonaVistaCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"18070 A Hwy 17, Cobden, Ontario, K0J 1K0",K0J 1K0,45.64099,-76.88941,2020-04-15,2020-10-31,1,1,0,1,150,48,102,50,130,20,0,0,40,"Farmers' market/stands, Fishing, Horseshoes, Restaurants, Whitewater rafting",1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
Braemar Valley Park,https://campinginontario.ca/BraemarValleyPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"RR 3 (495856), Woodstock, Ontario, N4S 7V7",N4S 7V7,43.19579,-80.82676,2020-05-01,2020-10-31,1,1,0,0,70,6,64,30,70,0,0,0,30,"Dances, Fitness, Golf",1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1
Breezy Hill Camping & RV Park,https://campinginontario.ca/BreezyHillCampingAndRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"3798 Grainger Park Rd, Kinburn, Ontario, K0A 2H0",K0A 2H0,45.34528,-76.20433,2020-05-08,2020-10-05,1,1,1,0,137,15,122,30,137,0,0,0,50,"Golf, Swimming (lake, river), Volleyball",0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1
Brennan Harbour RV Park,https://campinginontario.ca/BrennanHarbourRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"B-308 Brennan Harbour Rd, Spanish, Ontario, P0P 2A0",P0P 2A0,46.18975,-82.39012,2020-05-07,2020-10-14,1,1,1,0,36,6,30,50,0,36,0,0,50,"Restaurants, Boat rental (motorized), Fishing, Swimming (lake, river), Walking/hiking trails",0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
Buckhorn Narrows Resort Ltd,https://campinginontario.ca/BuckhornNarrowsResortLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"352 Buckhorn Narrows Rd, PO Box 99, Buckhorn, Ontario, K0L 1J0",K0L 1J0,44.52289,-78.37093,2020-05-02,2020-10-12,1,0,1,0,115,0,115,30,115,0,0,0,45,"Boat rental (motorized), Boat rental (non-motorized), Dances, Fishing, Golf",1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1
Butterfly Lake Resort,https://campinginontario.ca/ButterflyLakeResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1072 Whites Rd, RR 3, Port Carling, Ontario, P0B 1J0",P0B 1J0,45.12393,-79.58187,2020-05-15,2020-10-12,1,1,0,0,96,10,86,30,96,0,0,0,"
","Fishing, Fitness, Swimming (lake, river), Volleyball, Water skiing",1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1
By the Bay Campground & Resort,https://campinginontario.ca/BytheBayCampgroundResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"817 Pike Bay Rd, Northern Bruce Peninsula, Ontario, N0H 2T0",N0H 2T0,44.86953,-81.32192,2020-05-01,2020-10-12,1,1,1,1,36,2,34,15,31,5,0,0,35,"Fishing, Restaurants, Snowmobiling, Swimming (lake, river), Walking/hiking trails",0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1
Cadigan's Camp and Cottages,https://campinginontario.ca/CadigansCampandCottages,https://campinginontario.ca/images/camping/full-season-new.jpg,"305 Cadigan Rd, Ennismore, Ontario, K0L 1T0",K0L 1T0,44.46655,-78.47416,2020-05-01,2020-11-01,1,1,1,1,60,8,52,30,52,8,0,0,"
","Boat rental (motorized), Golf, Horseback riding, Restaurants, Walking/hiking trails",0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
Cameron's Beach Campground,https://campinginontario.ca/CameronsBeachCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1011 Cameron Ave, Iroquois Falls, Ontario, P0K 1G0",P0K 1G0,48.78478,-80.80077,2020-05-15,2020-09-15,1,1,1,1,120,20,100,30,60,60,0,0,40,"Boat rental (motorized), Boat rental (non-motorized), Fishing, Motorboats allowed, Swimming (lake, river)",0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1
Camp Ashtabula,https://campinginontario.ca/CampAshtabula,https://campinginontario.ca/images/camping/full-season-new.jpg,"626 Elim Lodge Rd, Lakehurst, Ontario, K0L 1J0",K0L 1J0,44.4872,-78.48238,2020-05-01,2020-10-12,1,0,1,0,65,0,65,30,65,0,0,0,"
","Basketball, Boat rental (motorized), Fishing, Horseshoes, Volleyball",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Camp Barcovan Tent & RV Resort,https://campinginontario.ca/CampBarcovanTentAndRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"133 Carter Rd, Carrying Place (Quinte West), Ontario, K0K 1L0",K0K 1L0,44.03374,-77.62948,2020-05-15,2020-10-15,1,1,1,1,160,40,120,30,120,20,0,20,45,"Boat rental (non-motorized), Cycling, Fishing, Golf, Wine tours",1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
Camping Domaine Chartrand,https://campinginontario.ca/CampingDomaineChartrand,https://campinginontario.ca/images/camping/full-season-new.jpg,"2775 Chartrand Rd, Lefaivre, Ontario, K0B 1J0",K0B 1J0,45.6278,-74.77563,2020-05-15,2020-10-01,1,1,1,1,121,25,96,30,120,1,0,0,45,"Fishing, Golf, Museum/heritage sites, Water park, Wildlife viewing/birding",1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1
Campinn On Duck Lake,https://campinginontario.ca/CampinnOnDuckLake,https://campinginontario.ca/images/camping/full-season-new.jpg,"2612 Victoria Rd 35, Kawartha Lakes-Kirkfield, Ontario, K0M 2B0",K0M 2B0,44.6622,-78.96945,2020-05-15,2020-10-12,1,1,0,1,540,20,520,30,0,540,0,0,40,"Casino, Fishing, Golf, Horseshoes, Wildlife viewing/birding",1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1
Candlelight on the Bay RV Resort,https://campinginontario.ca/CandlelightontheBayRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"545 Centre Rd, McKellar, Ontario, P2A 2W7",P2A 2W7,45.4722,-79.86144,2020-05-08,2020-10-18,1,0,1,0,76,0,76,30,14,62,0,0,40,"ATV-friendly, Fishing, Golf, Motorboats allowed, Theatre (live)",1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1
Canoe Lake Campground,https://campinginontario.ca/CanoeLakeCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"10434 Canoe Lake Rd, Godfrey, Ontario, K0H 1T0",K0H 1T0,44.61772,-76.5287,2020-05-08,2020-09-30,1,0,1,0,67,0,67,30,59,0,0,8,38,"Golf, Motorboats allowed, Walking/hiking trails, Boat rental (non-motorized), Fishing",0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
Casey's Park,https://campinginontario.ca/CaseysPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"333585 Plank Line, RR 1, Salford, Ontario, N0J 1W0",N0J 1W0,42.98428,-80.81323,2020-05-01,2020-10-18,1,1,0,1,74,14,60,30,69,1,0,4,55,"Farmers' market/stands, Golf, Music Festival, Walking/hiking trails, Water park",0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1
Castleton Hills RV Park,https://campinginontario.ca/CastletonHillsRVPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"103 Park Rd, Castleton, Ontario, K0K 1M0",K0K 1M0,44.09538,-77.95096,2020-05-01,2020-10-14,1,1,1,1,80,10,70,30,70,0,0,10,36,"Basketball, Cycling, Fishing, Swimming (lake, river), Walking/hiking trails",0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1
Caswell's Trailer Park,https://campinginontario.ca/CaswellsTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"34 Sallows Dr, Victoria Harbour, Ontario, L0K 2A0",L0K 2A0,44.74089,-79.75005,2020-05-08,2020-10-12,1,0,0,0,28,0,28,30,28,0,0,0,32,"Fishing, Golf, Restaurants, Swimming (lake, river), Walking/hiking trails",0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
